D.Va,Tracer,Zenyatta,Roadhog,Zarya,Mercy,McCree,Genji,Ana,Junkrat,Widowmaker,Orisa,Soldier: 76,Doomfist,Reaper,Reinhardt,Torbjörn,Pharah,Winston,Moira,Sombra,Lúcio,Hanzo,Mei,Bastion,Symmetra,hours,rank
5:2,1:1,7:7,4:2,5:5,0:0,11:8,10:4,7:4,1:4,4:2,0:1,4:3,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,1:2,3:2,0:2,0:1,0:0,Updated : 17 Hours Ago,4305
45:41,0:2,0:0,3:5,4:5,0:0,1:3,0:0,0:0,0:0,1:1,0:2,0:0,0:0,0:0,3:2,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4305
1:0,0:4,4:12,7:3,1:0,20:22,3:2,16:11,2:5,1:2,0:1,0:0,1:1,3:6,0:0,0:0,0:0,1:0,0:0,0:0,1:0,3:7,0:1,0:0,0:1,0:0,Updated : 14 Hours Ago,4305
6:2,8:3,2:2,0:0,2:5,0:1,5:5,9:8,2:5,1:2,1:3,0:0,20:25,0:0,0:1,1:2,2:1,2:1,20:12,0:0,2:1,1:3,0:0,0:0,0:0,0:0,Updated : 21 Hours Ago,4305
47:19,9:7,1:1,9:12,16:9,11:15,2:6,18:14,0:5,2:3,2:6,4:4,6:8,0:1,0:1,0:1,0:0,1:2,5:5,0:0,0:2,0:1,4:8,0:1,1:0,1:2,Updated : 369 Hours Ago,4305
0:0,0:0,0:0,0:0,0:0,12:11,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 59 Hours Ago,4304
0:0,0:0,7:5,0:0,0:1,13:9,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 137 Hours Ago,4304
0:0,0:0,0:1,0:0,0:0,19:18,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 11 Hours Ago,4304
3:1,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:0,2:0,0:0,0:0,27:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 11 Hours Ago,4304
0:0,0:0,6:6,0:0,0:0,11:10,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:5,0:0,0:0,4:4,0:0,0:0,0:0,0:0,Updated : 67 Hours Ago,4304
0:0,0:0,0:0,0:0,0:0,34:19,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 5 Hours Ago,4304
0:0,0:1,2:0,0:1,8:5,1:2,14:10,5:3,0:0,0:0,0:0,0:0,0:1,0:0,0:0,1:1,0:0,1:0,2:2,0:0,0:0,0:1,1:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4304
0:2,11:9,2:1,3:1,0:0,1:1,10:8,1:4,0:0,2:1,4:6,0:0,2:2,0:0,0:0,0:0,0:0,1:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 3 Hours Ago,4304
0:0,0:0,0:1,0:0,0:0,0:0,0:0,2:2,0:0,0:0,0:0,0:0,0:0,0:0,2:1,0:0,0:1,43:28,4:2,0:0,0:0,0:0,0:4,0:0,0:1,0:1,Updated : 67 Hours Ago,4304
0:0,0:0,0:0,0:0,0:0,61:51,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,4304
0:0,3:5,0:1,0:0,0:0,0:2,5:11,2:1,0:0,0:1,0:1,0:0,1:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:2,4:3,0:0,74:55,0:0,0:0,Updated : 51 Min. Ago,4304
0:0,0:0,0:0,0:0,0:0,0:0,3:2,0:0,1:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,4303
0:0,3:0,0:0,1:0,0:0,0:0,1:4,2:1,0:0,0:1,0:3,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:1,0:0,Updated : 23 Hours Ago,4303
0:0,2:0,0:0,0:0,0:1,0:0,3:3,5:1,0:0,0:0,1:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 112 Hours Ago,4303
0:0,1:1,1:0,1:1,0:1,0:0,0:0,3:3,0:0,1:2,0:0,0:0,1:0,0:0,0:0,0:0,0:0,2:2,1:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 24 Hours Ago,4303
45:29,0:0,2:4,5:7,6:10,49:36,0:0,0:0,3:2,0:1,0:1,1:1,0:1,0:2,1:0,0:0,0:0,0:0,1:1,0:0,0:0,0:1,0:1,0:0,0:0,0:0,Updated : 29 Hours Ago,4303
33:21,0:0,7:4,14:14,0:2,13:19,0:3,0:2,1:2,2:2,0:2,11:10,1:3,0:0,0:1,4:5,0:2,1:1,45:32,0:0,0:0,2:3,0:1,0:0,0:0,0:1,Updated : 90 Hours Ago,4303
95:80,1:3,13:20,4:10,9:8,26:25,0:1,1:3,6:9,1:0,0:1,9:5,1:1,0:1,0:0,4:4,0:0,0:2,7:8,0:0,1:0,4:4,0:0,1:1,0:0,0:0,Updated : 23 Hours Ago,4303
27:31,0:0,5:4,72:50,0:0,35:30,1:1,1:0,3:5,4:8,0:3,12:14,0:1,0:0,1:0,22:20,1:0,1:0,13:3,0:0,0:0,6:1,0:19,0:0,5:5,0:0,Updated : 14 Hours Ago,4303
3:3,25:28,10:11,10:8,32:23,0:0,98:64,10:14,10:13,16:9,29:35,0:2,8:3,0:1,0:1,0:1,3:5,0:2,4:4,0:0,3:1,4:5,13:18,1:4,0:2,2:4,Updated : 21 Hours Ago,4303
0:0,0:0,1:0,1:2,0:0,0:0,0:0,0:0,9:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4302
0:1,0:0,0:0,0:0,0:0,12:9,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 18 Hours Ago,4302
0:0,1:0,3:1,0:1,4:2,0:0,3:3,3:1,1:0,0:1,0:0,1:0,1:0,0:0,0:1,1:0,1:1,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4302
0:1,0:0,0:3,0:2,0:0,12:5,0:0,0:0,1:1,0:0,0:0,3:3,0:0,0:0,0:0,0:1,0:0,0:0,0:3,4:1,0:0,2:0,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,4302
5:2,5:3,4:1,0:0,0:2,4:1,2:1,1:0,5:1,0:0,0:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:1,Updated : 94 Hours Ago,4302
3:1,3:2,3:1,0:0,6:4,0:0,0:1,17:8,0:3,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,2:1,0:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,Updated : 16 Hours Ago,4302
2:3,8:6,8:3,10:5,1:1,2:1,2:2,3:4,3:1,0:0,3:1,1:0,0:2,0:0,0:0,1:0,0:0,0:1,1:0,0:0,0:0,0:0,1:0,0:0,1:0,0:0,Updated : 19 Hours Ago,4302
4:3,3:0,32:18,1:1,2:0,10:12,0:2,0:0,1:5,0:0,1:1,0:0,0:0,0:0,0:0,1:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,4302
3:3,4:5,3:2,1:3,2:0,6:4,2:1,10:7,6:3,3:2,2:2,1:0,4:1,0:0,0:0,0:3,1:1,1:2,3:6,0:0,1:0,1:2,0:0,0:0,3:0,0:0,Updated : 15 Hours Ago,4302
0:0,2:1,7:3,0:1,1:1,0:0,9:10,4:7,17:7,0:0,1:0,0:1,3:0,0:0,0:1,1:0,2:2,0:0,1:0,0:0,0:0,1:3,14:6,0:0,0:1,0:0,Updated : 39 Hours Ago,4302
0:0,0:1,3:3,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 46 Hours Ago,4076
0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:6,0:0,0:0,0:0,0:0,0:0,1:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 120 Hours Ago,4301
0:1,0:0,0:0,0:1,0:1,0:0,0:0,0:2,2:0,0:0,0:2,0:1,0:0,0:0,0:0,0:0,0:0,0:0,3:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4301
0:1,0:0,0:1,0:0,0:0,25:16,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,1:2,0:0,0:0,0:0,0:0,Updated : 31 Hours Ago,4301
3:1,0:0,8:4,2:1,0:0,0:0,0:0,0:0,4:5,0:1,0:0,3:3,1:1,0:0,1:0,0:1,1:0,0:0,2:2,0:0,0:0,2:2,0:0,1:1,0:0,0:0,Updated : 14 Hours Ago,4301
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:22,0:0,0:0,0:0,0:0,0:0,0:0,3:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 108 Hours Ago,4301
14:10,1:3,3:3,1:0,4:2,2:1,0:1,0:1,3:3,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,1:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4301
0:0,1:1,1:1,0:1,0:0,5:6,0:0,1:0,0:0,31:22,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 87 Hours Ago,4301
4:2,6:12,0:3,3:2,3:3,2:2,14:27,13:14,0:2,4:5,5:5,3:2,13:10,0:0,0:1,1:2,0:0,1:2,6:2,0:0,2:0,2:2,1:2,0:1,2:0,0:0,Updated : 89 Hours Ago,4301
11:17,0:1,44:32,15:12,4:7,1:4,0:0,0:1,1:4,0:1,0:0,1:1,1:3,0:0,0:0,2:4,0:0,0:0,16:14,0:0,0:0,6:3,0:0,0:1,0:0,0:0,Updated : 15 Hours Ago,4301
3:3,0:0,0:0,0:0,0:0,1:0,0:0,0:0,3:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 4 Hours Ago,4300
0:0,2:2,1:0,1:0,0:0,0:1,1:1,0:0,1:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 97 Hours Ago,4300
1:0,0:0,3:1,1:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4300
0:0,2:3,1:0,1:0,1:1,0:0,3:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4300
0:0,0:0,1:0,3:2,0:0,0:0,0:0,3:1,0:0,0:0,0:0,0:0,0:0,3:1,0:0,1:1,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4300
7:2,7:14,4:2,0:1,4:3,1:2,4:3,3:2,0:4,0:0,1:1,0:0,1:4,0:0,0:0,1:0,0:0,2:0,2:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 29 Hours Ago,4300
0:0,21:13,1:0,1:1,2:0,2:1,2:2,9:10,0:0,1:2,0:0,0:0,3:3,0:0,0:1,0:0,0:0,1:0,2:1,0:0,0:0,1:4,0:0,0:0,1:0,0:0,Updated : 14 Hours Ago,4300
3:6,0:0,6:5,6:9,0:0,7:4,1:3,1:1,7:2,16:13,0:1,6:5,2:1,0:0,0:0,4:3,0:1,0:0,4:7,0:0,0:1,1:0,0:1,0:0,1:1,0:1,Updated : 3 Hours Ago,4300
0:0,46:44,1:1,4:3,1:1,5:5,24:30,9:17,1:5,2:2,7:8,1:2,25:13,0:0,2:3,0:0,0:0,2:4,3:1,0:0,0:0,0:1,0:0,0:1,1:2,0:0,Updated : 24 Hours Ago,4300
0:0,3:1,1:1,0:0,0:0,0:0,1:2,5:4,0:0,1:0,14:13,0:0,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,4299
1:0,3:5,9:4,0:0,2:1,0:1,2:4,7:2,4:2,1:0,3:3,0:0,1:0,0:0,0:1,0:0,0:1,1:1,1:1,0:0,0:0,0:0,0:1,0:0,1:1,0:0,Updated : 20 Hours Ago,4299
3:3,1:2,2:7,0:1,0:0,1:0,4:5,1:1,0:3,0:0,0:0,2:0,0:1,0:0,0:0,0:0,0:0,0:1,15:15,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 37 Hours Ago,4299
47:25,0:0,0:0,1:1,8:9,0:1,0:0,0:0,0:0,0:0,0:0,6:7,0:0,0:0,0:0,0:2,0:0,0:0,11:13,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,4299
0:0,0:1,3:3,33:26,0:0,0:1,21:14,0:0,3:6,1:1,16:12,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:1,Updated : 12 Hours Ago,4299
7:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,4298
0:0,0:0,0:1,0:0,0:0,0:3,0:0,0:0,0:0,3:6,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 37 Hours Ago,4298
0:0,0:0,0:0,0:0,0:0,15:12,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 9 Hours Ago,4298
1:2,6:3,1:0,1:0,0:0,0:1,0:1,0:0,0:0,2:1,2:2,0:0,29:15,0:0,1:2,0:0,0:0,0:2,0:1,0:0,0:0,0:1,0:1,0:0,4:1,0:0,Updated : 15 Hours Ago,4298
3:3,1:2,1:0,0:0,1:1,0:0,0:0,0:0,0:1,0:0,0:0,2:0,0:0,0:0,0:0,11:13,0:0,1:0,17:23,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 6 Hours Ago,4298
0:0,7:4,7:6,13:9,6:2,1:2,10:10,0:1,3:4,0:1,0:1,2:2,2:1,0:0,0:0,1:1,0:0,2:0,8:5,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 163 Hours Ago,4298
0:0,2:1,3:3,7:5,5:6,0:1,4:6,2:2,0:0,4:7,81:60,1:1,3:7,1:1,1:2,0:0,1:0,5:6,0:1,0:0,0:0,0:0,4:2,1:0,1:0,1:0,Updated : 107 Hours Ago,4298
0:2,0:1,3:1,0:1,3:0,0:0,3:1,14:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 130 Hours Ago,4297
1:0,7:5,1:1,0:0,0:0,0:0,4:1,6:2,2:1,0:0,2:0,0:1,1:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 99 Hours Ago,4297
0:0,0:1,1:0,8:4,0:1,0:0,2:2,23:10,2:3,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,3:3,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,4297
1:0,10:10,1:0,1:1,4:7,3:3,9:10,0:3,0:1,1:0,1:1,0:1,8:6,0:0,1:1,0:0,0:0,0:1,1:2,0:1,1:4,1:1,0:1,34:28,0:1,0:0,Updated : 52 Min. Ago,4297
4:12,2:0,55:42,2:4,1:1,0:0,0:1,0:2,4:9,2:3,2:4,4:1,3:2,0:0,0:0,0:0,0:2,0:0,4:2,0:0,0:0,0:2,1:1,0:1,0:1,0:0,Updated : 15 Hours Ago,4297
0:0,2:5,1:1,0:0,1:0,0:0,3:2,1:0,0:0,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4296
4:7,0:0,7:0,1:2,3:1,0:1,0:0,0:0,3:2,0:0,0:2,2:1,0:0,0:0,0:0,0:0,0:0,0:1,2:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 32 Hours Ago,4296
1:2,13:8,2:2,2:3,0:0,2:0,1:3,6:2,0:1,0:0,1:1,0:0,0:0,0:0,0:1,1:0,0:0,0:0,1:0,0:0,0:0,0:0,0:1,1:1,0:0,0:0,Updated : 13 Hours Ago,4296
1:1,0:1,1:3,4:2,10:3,5:3,0:0,0:3,0:1,4:3,0:0,1:0,1:1,0:0,0:0,1:1,0:0,0:1,3:2,1:0,0:1,3:1,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4296
0:0,5:6,5:3,0:0,0:0,0:3,8:7,4:1,4:4,0:0,1:0,0:0,3:1,0:0,0:0,1:0,0:1,0:0,0:0,7:4,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 15 Hours Ago,4296
1:1,3:4,5:1,3:2,3:1,2:0,3:6,5:7,2:1,1:2,1:2,0:0,6:7,0:0,0:0,0:0,0:0,0:0,1:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,4296
3:2,2:4,1:0,2:2,3:1,3:2,5:5,17:14,8:3,2:0,1:1,1:2,1:1,0:0,0:0,0:0,0:0,0:1,1:1,0:0,0:0,0:1,0:0,0:0,0:1,0:0,Updated : 109 Hours Ago,4296
2:2,12:12,2:1,0:2,1:1,1:0,15:9,0:1,0:0,2:0,19:10,0:0,2:3,0:0,0:0,1:0,0:0,2:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4296
4:6,0:0,20:15,2:4,0:2,25:23,0:0,0:0,10:9,0:1,0:1,3:2,0:1,0:1,0:0,0:1,0:0,0:0,1:4,1:0,0:0,2:0,0:0,0:0,0:0,0:0,Updated : 5 Hours Ago,4296
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:2,0:0,0:1,0:0,67:73,0:0,0:0,43:38,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 21 Hours Ago,4296
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,7:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4295
0:0,4:2,0:0,0:0,1:2,0:0,0:0,1:1,0:1,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4295
1:2,0:0,0:0,1:1,0:0,1:0,0:0,2:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,2:2,0:0,0:0,4:6,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4295
0:0,0:0,0:0,0:0,0:0,27:19,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4295
0:1,3:3,0:0,3:2,2:3,0:0,8:2,0:1,7:5,0:0,2:1,1:0,5:1,0:0,0:1,0:1,1:0,0:1,0:0,0:0,0:0,0:1,0:0,1:0,1:0,0:0,Updated : 126 Hours Ago,4295
0:0,0:0,6:3,1:0,1:0,10:13,0:0,0:0,4:0,0:0,0:0,1:0,0:1,0:0,0:0,0:1,0:0,0:0,2:4,3:0,0:0,7:6,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,4295
0:0,6:9,2:2,1:0,10:10,1:3,4:8,0:0,0:3,0:0,1:0,0:0,4:9,0:0,0:0,1:1,0:0,87:72,0:1,0:0,0:0,0:0,0:0,0:0,0:2,0:0,Updated : 16 Hours Ago,4295
5:1,3:2,2:2,2:1,0:0,0:3,2:1,18:10,0:0,0:0,2:2,0:1,1:1,0:0,0:0,0:0,0:0,3:1,3:6,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4294
8:9,15:17,5:3,7:5,7:4,0:1,3:4,12:14,4:4,1:0,1:5,0:1,3:4,0:0,0:0,0:0,0:0,1:1,6:6,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,4294
1:0,1:0,0:0,0:0,2:0,1:0,1:0,0:1,1:2,1:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 3 Hours Ago,4293
0:1,0:0,2:0,5:1,0:0,0:0,0:0,0:0,4:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4293
0:0,8:3,0:0,1:0,0:0,0:0,3:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4293
1:0,0:0,0:0,0:0,0:0,8:11,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4293
0:0,3:1,0:0,7:4,0:0,0:0,3:2,0:0,0:0,0:0,0:0,0:0,2:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 14 Hours Ago,4293
1:2,9:7,0:0,5:2,0:0,1:0,5:3,5:4,1:2,1:0,10:4,0:0,1:1,0:0,0:0,1:0,0:0,1:1,1:0,0:0,0:0,2:1,2:0,1:3,1:0,0:1,Updated : 14 Hours Ago,4293
10:6,10:12,5:5,9:6,3:6,11:11,20:16,16:16,2:5,26:13,2:2,1:4,3:3,0:0,1:1,2:0,0:0,3:3,4:4,1:2,0:1,0:1,1:1,0:0,1:1,0:0,Updated : 13 Hours Ago,4293
0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,5:0,1:0,0:0,0:0,0:0,0:0,0:0,7:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 20 Hours Ago,4292
0:0,0:0,0:0,0:0,0:0,0:0,0:0,9:4,1:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4292
0:0,7:8,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,Updated : 42 Hours Ago,4292
2:1,1:0,15:3,0:1,1:0,12:9,0:1,0:0,3:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,3:2,0:0,0:0,0:0,0:0,Updated : 67 Hours Ago,4292
0:0,14:7,9:2,0:2,4:1,7:3,11:12,6:3,2:0,1:4,13:12,1:3,5:5,0:0,0:0,0:0,0:0,1:0,2:1,0:0,0:0,0:0,1:2,0:0,0:1,0:0,Updated : 6 Hours Ago,4292
0:0,0:0,0:0,0:0,0:0,10:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4291
2:0,1:2,4:4,0:3,1:1,1:2,1:3,2:7,0:0,0:1,0:3,1:1,0:0,0:0,0:0,1:1,0:0,2:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,4291
1:1,3:4,14:4,4:2,1:2,5:3,14:5,8:9,3:2,0:2,3:3,0:0,0:1,0:1,0:0,0:0,0:0,0:0,7:3,0:0,0:0,1:0,1:0,0:1,0:0,0:1,Updated : 99 Hours Ago,4291
4:1,2:3,1:4,0:0,0:1,0:1,1:1,3:2,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4290
0:1,0:0,0:0,0:0,0:0,19:14,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4290
0:1,0:1,0:0,1:0,1:2,0:0,0:1,17:16,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 36 Hours Ago,4290
8:8,15:16,4:1,6:4,2:3,0:1,1:2,5:8,1:3,10:6,1:2,4:3,14:12,0:1,1:1,2:5,6:2,6:4,4:3,0:0,2:0,3:3,0:2,1:0,3:2,0:0,Updated : 15 Hours Ago,4290
0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:5,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4289
1:0,0:0,2:2,0:0,0:0,14:6,0:0,0:0,1:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4289
2:2,1:0,1:1,2:1,0:0,0:0,2:2,3:5,0:1,0:2,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:1,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 84 Hours Ago,4289
0:1,0:0,0:1,0:0,0:0,1:2,18:9,0:0,0:0,1:0,2:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 22 Hours Ago,4289
1:2,0:1,0:0,0:0,0:0,27:17,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 12 Hours Ago,4289
